Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"Peter Chanel, Missionary Priest in the South Pacific and Martyr, 1841; Louis Mary Grignion de Montfort, Priest",28/04/2004,,,,TRUE,"Lectionary Details for 28/04/2004
Year: C/2 Colour: Red   - Divine Office Week: 3
Readings for Mass First Reading: Acts 8:1-8 Responsorial Psalm: Psalms 66:1-3, 4-5, 6-7 Gospel: John 6:35-40 Saint Peter Chanel, priest and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors [for missionaries] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Catherine of Siena, Virgin and Doctor, Co-Patron of Europe ",29/04/2004,,,,TRUE,"Lectionary Details for 29/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: 3
Readings for Mass From the Common of virgins or From the Proper of the Season (Thursday of the Third week of Easter) First Reading: Acts 8:26-40 Responsorial Psalm: Psalms 66:8-9, 16-17, 20 Gospel: John 6:44-51 or From this reading First Reading: First John 1:5--2:2

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Pius V, Pope; Pandita Mary Ramabai, Translator of the Scriptures, 1922",30/04/2004,,,,TRUE,"Lectionary Details for 30/04/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 9:1-20 Responsorial Psalm: Psalms 117:1, 2 Gospel: John 6:52-59 Saint Pius V, pope - Optional Memorial Readings for Mass From the Common of pastors [for a pope] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Joseph the Worker,01/05/2004,,,,TRUE,"Lectionary Details for 01/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 9:31-42 Responsorial Psalm: Psalms 116:12-13, 14-15, 16-17 Gospel: John 6:60-69 Saint Joseph the Worker - Optional Memorial Readings for Mass First Reading: Genesis 1:26--2:3, or Colossians 3:14-15, 17, 23-24 Responsorial Psalm: Psalms 90:2, 3-4, 12-13, 14, 16 Gospel: Matthew 13:54-58

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Fourth Sunday of Easter,02/05/2004,,,,TRUE,"Lectionary Details for 02/05/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Acts 13:14, 43-52 Responsorial Psalm: Psalms 100:1-2, 3, 5 Second Reading: Revelation 7:9, 14-17 Gospel: John 10:27-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"s Philip and James, Apostles ",03/05/2004,,,,TRUE,"Lectionary Details for 03/05/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 4
Readings for Mass First Reading: First Corinthians 15:1-8 Responsorial Psalm: Psalms 19:2-3, 4-5 Gospel: John 14:6-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
English Martyrs of the Reformation Era,04/05/2004,,,,TRUE,"Lectionary Details for 04/05/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass First Reading: Acts 11:19-26 Responsorial Psalm: Psalms 87:1-3, 4-5, 6-7 Gospel: John 10:22-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Fourth week of Easter,05/05/2004,,,,TRUE,"Lectionary Details for 05/05/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Acts 12:24--13:5 Responsorial Psalm: Psalms 67:2-3, 5, 6, 8 Gospel: John 12:44-50

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Fourth week of Easter,06/05/2004,,,,TRUE,"Lectionary Details for 06/05/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Acts 13:13-25 Responsorial Psalm: Psalms 89:2-3, 21-22, 25, 27 Gospel: John 13:16-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Fourth week of Easter,07/05/2004,,,,TRUE,"Lectionary Details for 07/05/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Acts 13:26-33 Responsorial Psalm: Psalms 2:6-7, 8-9, 10-11 Gospel: John 14:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Julian of Norwich, Spiritual Writer, 1417; Our Lady, Mediatrix of Grace, Mother of Fairest Love, Queen of Alls or of the Sacred Heart",08/05/2004,,,,TRUE,"Lectionary Details for 08/05/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Acts 13:44-52 Responsorial Psalm: Psalms 98:1, 2-3, 3-4 Gospel: John 14:7-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Fifth Sunday of Easter; Fourth Sunday after Easter,09/05/2004,,,,TRUE,"Lectionary Details for 09/05/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Acts 14:21-27 Responsorial Psalm: Psalms 145:8-9, 10-11, 12-13 Second Reading: Revelation 21:1-5 Gospel: John 13:31-33, 34-35

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Fifth week of Easter,10/05/2004,,,,TRUE,"Lectionary Details for 10/05/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Acts 14:5-18 Responsorial Psalm: Psalms 115:1-2, 3-4, 15-16 Gospel: John 14:21-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Fifth week of Easter,11/05/2004,,,,TRUE,"Lectionary Details for 11/05/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Acts 14:19-28 Responsorial Psalm: Psalms 145:10-11, 12-13, 21 Gospel: John 14:27-31

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Nereus and Achilleis, Martyrs; Pancras, Martyr",12/05/2004,,,,TRUE,"Lectionary Details for 12/05/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass First Reading: Acts 15:1-6 Responsorial Psalm: Psalms 122:1-2, 3-4, 4-5 Gospel: John 15:1-8 Saints Nereus and Achilleus, martyrs - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season Saint Pancras, martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of Fatima,13/05/2004,,,,TRUE,"Lectionary Details for 13/05/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Acts 15:7-21 Responsorial Psalm: Psalms 96:1-2, 2-3, 10 Gospel: John 15:9-11

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Matthias, Apostle ",14/05/2004,,,,TRUE,"Lectionary Details for 14/05/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass First Reading: Acts 1:15-17, 20-26 Responsorial Psalm: Psalms 113:1-2, 3-4, 5-6, 7-8 Gospel: John 15:9-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of the Fifth week of Easter,15/05/2004,,,,TRUE,"Lectionary Details for 15/05/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Acts 16:1-10 Responsorial Psalm: Psalms 100:1-2, 3, 5 Gospel: John 15:18-21 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Sixth Sunday of Easter; Fifth Sunday after Easter,16/05/2004,,,,TRUE,"Lectionary Details for 16/05/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 15:1-2, 22-29 Responsorial Psalm: Psalms 67:2-3, 5, 6, 8 Second Reading: Revelation 21:10-14, 22-23 Gospel: John 14:23-29

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Sixth week of Easter; ROGATION DAY,17/05/2004,,,,TRUE,"Lectionary Details for 17/05/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 16:11-15 Responsorial Psalm: Psalms 149:1-2, 3-4, 5-6, 9 Gospel: John 15:26--16:4

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John I, Pope and Martyr; ROGATION DAY",18/05/2004,,,,TRUE,"Lectionary Details for 18/05/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Acts 16:22-34 Responsorial Psalm: Psalms 138:1-2, 2-3, 7-8 Gospel: John 16:5-11 Saint John I, pope and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors [for a pope] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Dunstan, Archbishop of Canterbury, Restorer of the Monastic Life, 988; ROGATION DAY",19/05/2004,,,,TRUE,"Lectionary Details for 19/05/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 17:15, 22--18:1 Responsorial Psalm: Psalms 148:1-2, 11-12, 13, 14 Gospel: John 16:12-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Ascension of the Lord  - * Holy Day of Obligation *,20/05/2004,,,,TRUE,"Lectionary Details for 20/05/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Acts 1:1-11 Responsorial Psalm: Psalms 47:2-3, 6-7, 8-9 Second Reading: Ephesians 1:17-23 Gospel: Luke 24:46-53 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Christopher Magallanes, Priest and his Companions, Martyrs; Helen, Protector of the Holy Places, 330",21/05/2004,,,,TRUE,"Lectionary Details for 21/05/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Acts 18:9-18 Responsorial Psalm: Psalms 47:2-3, 4-5, 6-7 Gospel: John 16:20-23

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Rita of Cascia, Religious",22/05/2004,,,,TRUE,"Lectionary Details for 22/05/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 18:23-28 Responsorial Psalm: Psalms 47:2-3, 8-9, 10 Gospel: John 16:23-28

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Seventh Sunday of Easter; Sixth Sunday after Easter,23/05/2004,,,,TRUE,"Lectionary Details for 23/05/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Acts 7:55-60 Responsorial Psalm: Psalms 97:1-2, 6-7, 9 Second Reading: Revelation 22:12-14, 16-17, 20 Gospel: John 17:20-26 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John and Charles Wesley, Evangelists, Hymn Writers, 1791 and 1788",24/05/2004,,,,TRUE,"Lectionary Details for 24/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 19:1-8 Responsorial Psalm: Psalms 68:2-3, 4-5, 6-7 Gospel: John 16:29-33

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Venerable Bede, Priest and Doctor",25/05/2004,,,,TRUE,"Lectionary Details for 25/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 20:17-27 Responsorial Psalm: Psalms 68:10-11, 20-21 Gospel: John 17:1-11 Saint Bede the Venerable, priest and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season Saint Gregory VII, pope - Optional Memorial Readings for Mass From the Common of pastors [for a pope] or From the Proper of the Season Saint Mary Magdalene de Pazzi, virgin - Optional Memorial Readings for Mass From the Common of virgins or From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Augustine, First Archbishop of Canterbury, 605; Philip Neri, priest ",26/05/2004,,,,TRUE,"Lectionary Details for 26/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Proper of the Season (Wednesday of the Seventh week of Easter) First Reading: Acts 20:28-38 Responsorial Psalm: Psalms 68:29-30, 33-35, 35-36 Gospel: John 17:11-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Seventh week of Easter,27/05/2004,,,,TRUE,"Lectionary Details for 27/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 22:30; 23:6-11 Responsorial Psalm: Psalms 16:1-2, 5, 7-8, 9-10, 11 Gospel: John 17:20-26 Saint Augustine of Canterbury, bishop - Optional Memorial Readings for Mass From the Common of pastors [for missionaries] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Lanfranc, Prior of Le Bec, Archbishop of Canterbury, Scholar, 1089",28/05/2004,,,,TRUE,"Lectionary Details for 28/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 25:13-21 Responsorial Psalm: Psalms 103:1-2, 11-12, 19-20 Gospel: John 21:15-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of the Seventh week of Easter,29/05/2004,,,,TRUE,"Lectionary Details for 29/05/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 28:16-20, 30-31 Responsorial Psalm: Psalms 11:4, 5, 7 Gospel: John 21:20-25 Readings for Vigil Mass for Pentecost First Reading: Genesis 11:1-9, or Exodus 19:3-8, 16-20, or Ezekiel 37:1-14, or Joel 3:1-5 Responsorial Psalm: Psalms 104:1-2, 24, 35, 27-28, 29, 30 Second Reading: Romans 8:22-27 Gospel: John 7:37-39

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Pentecost (Whit Sunday),30/05/2004,,,,TRUE,"Lectionary Details for 30/05/2004
Year: C/2 Colour: Red Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 2:1-11 Responsorial Psalm: Psalms 104:1, 24, 29-30, 31, 34 Second Reading: First Corinthians 12:3-7, 12-13 Gospel: John 20:19-23

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
