Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
"Leo the Great,  Bishop and Teacher of the Faith,  461 [6] White",10/11/2008,00:00:00,11/11/2008,00:00:00,TRUE,FALSE,09/11/2008,23:45:00,,,,,,,"Daily Eucharist
Titus 1:1-9
Psalm 24:1-6
Luke 17:1-6

Daily Prayer
Joel 1:1-13
Revelation 18:15-24
Luke 14:12-24
",,,Normal,,Normal,3
"Martin of Tours,  Bishop,  c:397 [6] White",11/11/2008,00:00:00,12/11/2008,00:00:00,TRUE,FALSE,10/11/2008,23:45:00,,,,,,,"Daily Eucharist
Titus 2:1-14
Psalm 37:1-6, 28-29
Luke 17:7-10

Daily Prayer
Joel 1:15-2:2 (3-11) 
Revelation 19:1-10
Luke 14:25-35
",,,Normal,,Normal,3
"Machar,  Bishop,  c:600 [6] White",12/11/2008,00:00:00,13/11/2008,00:00:00,TRUE,FALSE,11/11/2008,23:45:00,,,,,,,"Daily Eucharist
Titus 3:1-7
Psalm 23
Luke 17:11-19

Daily Prayer
Joel 2:12-19
Revelation 19:11-21
Luke 15:1-10
",,,Normal,,Normal,3
Thursday of Pentecost 26,13/11/2008,00:00:00,14/11/2008,00:00:00,TRUE,FALSE,12/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippiansem 4-20
Psalm 146
Luke 17:20-25

Daily Prayer
Joel 2:21-27
James 1:1-15
Luke 15:1-2, 11-32
",,,Normal,,Normal,3
"Friday of Pentecost 26 (Ordination of Samuel Seabury,  Bishop,  1784) ",14/11/2008,00:00:00,15/11/2008,00:00:00,TRUE,FALSE,13/11/2008,23:45:00,,,,,,,"Daily Eucharist
2 John 4-9
Psalm 119:1-8
Luke 17:26-37

Daily Prayer
Joel 2:28-3:8
James 1:16-17
Luke 16:1-9
",,,Normal,,Normal,3
Saturday of Pentecost 26,15/11/2008,00:00:00,16/11/2008,00:00:00,TRUE,FALSE,14/11/2008,23:45:00,,,,,,,"Daily Eucharist
3 John 5-8
Psalm 112
Luke 18:1-8

Daily Prayer
Joel 3:9-17
James 2:1-13
Luke 16:10-17 (18) 
",,,Normal,,Normal,3
Pentecost 27 [3] Green / SPB Trinity 26 (Second Sunday before Advent) ,16/11/2008,00:00:00,17/11/2008,00:00:00,TRUE,FALSE,15/11/2008,23:45:00,,,,,,,"Week of Proper 33

Eucharist

Continuous
Judges 4:1-7
Psalm 123
1 Thessalonians 5:1-11
Matthew 25:14-30

Thematic
Zephaniah 1:7, 12-18
Psalm 90:1-8 (9-11) 12
1 Thessalonians 5:1-11
Matthew 25:14-30

Daily Prayer
Daniel 3:13-30
Revelation 4:1-11
Matthew 13:24-30, 36-43
",,,Normal,,Normal,3
"Margaret of Scotland,  1093 [4] White (translated from 16 November) ",17/11/2008,00:00:00,18/11/2008,00:00:00,TRUE,FALSE,16/11/2008,23:45:00,,,,,,,"Eucharist
Proverbs 31:10-13 (14-24) 25-31
Psalm 112
2 Timothy 1:1-7
Matthew 13:44-46 or Luke 11:33-36

Daily Prayer
Morning:
Isaiah 35:1-10
Matthew 13:44-46 or Luke 11:33-36

Evening:
Wisdom of Solomon 6:1-21
Revelation 7:9-17
",,,Normal,,Normal,3
"Fergus,  Bishop,  c:750 [6] White",18/11/2008,00:00:00,19/11/2008,00:00:00,TRUE,FALSE,17/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 3:1-6, 14-22
Psalm 15
Luke 19:1-10

Daily Prayer
Habakkuk 3:1-10 (11-15) 16-18
James 3:1-12
Luke 17:1-10
",,,Normal,,Normal,3
"Hilda of Whitby,  680 and Hugh of Lincoln,  Bishop,  1200 [6] White (translated from 17 November) ",19/11/2008,00:00:00,20/11/2008,00:00:00,TRUE,FALSE,18/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 4:1-11
Psalm 150
Luke 19:11-28 

Daily Prayer
Malachi 1:1, 6-14
James 3:13-4:12
Luke 17:11-19
",,,Normal,,Normal,3
Thursday of Pentecost 27,20/11/2008,00:00:00,21/11/2008,00:00:00,TRUE,FALSE,19/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 5:1-10
Psalm 149:1-5
Luke 19:41-44 

Daily Prayer
Malachi 2:1-16
James 4:13-5:6
Luke 17:20-37
",,,Normal,,Normal,3
"Colossiansumban,  Bishop,  615 [6] White",21/11/2008,00:00:00,22/11/2008,00:00:00,TRUE,FALSE,20/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 10: 8-11
Psalm 119:65-72
Luke 19:45-48

Daily Prayer
Malachi 3:1-12
James 5:7-12
Luke 18:1-8
",,,Normal,,Normal,3
"Cecilia,  Martyr,  c:230 [6] White",22/11/2008,00:00:00,23/11/2008,00:00:00,TRUE,FALSE,21/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 11:1-12
Psalm 144:1-10
Luke 20:27-40

Daily Prayer
Malachi 3:13-4:6
James 5:13-20
Luke 18:9-14
",,,Normal,,Normal,3
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent) ,23/11/2008,00:00:00,24/11/2008,00:00:00,TRUE,FALSE,22/11/2008,23:45:00,,,,,,,"Week of Proper 34

Eucharist

Continuous
Ezekiel 34:11-16, 20-24
Psalm 100
Ephesians 1:15-23
Matthew 25:31-46

Thematic
Ezekiel 34:11-16, 20-24
Psalm 95:1-7a
Ephesians 1:15-23
Matthew 25:31-46

Daily Prayer
Daniel 5: (1-12) 13-30 or Isaiah 4:2-5:7
Revelation 11:15-18
John 6:1-15
",,,Normal,,Normal,3
"Lucy Menzies,  1954 [6] White",24/11/2008,00:00:00,25/11/2008,00:00:00,TRUE,FALSE,23/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 14:1-5
Psalm 24:1-6
Luke 21:1-4

Daily Prayer
Zechariah 10:1-12
Galatians 6:1-10
Luke 18:15-30
",,,Normal,,Normal,3
"Clement of Romansme,  Bishop and Martyr,  c:100 [6] Red (translated from 23 November) ",25/11/2008,00:00:00,26/11/2008,00:00:00,TRUE,FALSE,24/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 14:14-20
Psalm 96
Luke 21:5-9

Daily Prayer
Zechariah 11:4-17 
1 Corinthians 3:10-23
Luke 18:31-43
",,,Normal,,Normal,3
Wednesday after the Last Sunday after Pentecost,26/11/2008,00:00:00,27/11/2008,00:00:00,TRUE,FALSE,25/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 15:1-4
Psalm 98
Luke 21:10-19

Daily Prayer
Zechariah 12:1-10
Ephesians 1:3-14
Luke 19:1-10
",,,Normal,,Normal,3
Thursday after the Last Sunday after Pentecost,27/11/2008,00:00:00,28/11/2008,00:00:00,TRUE,FALSE,26/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 18:1-2, 21-19:3, 9
Psalm 100
Luke 21:20-28

Daily Prayer
Zechariah 13:1-9
Ephesians 1:15-23
Luke 19:11-27
",,,Normal,,Normal,3
Friday after the Last Sunday after Pentecost,28/11/2008,00:00:00,29/11/2008,00:00:00,TRUE,FALSE,27/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 20:1-4, 11-21:4
Psalm 84
Luke 21:29-33

Daily Prayer
Zechariah 14:1-11
Romans 15:7-13
Luke 19:28-40
",,,Normal,,Normal,3
Saturday after the Last Sunday after Pentecost,29/11/2008,00:00:00,30/11/2008,00:00:00,TRUE,FALSE,28/11/2008,23:45:00,,,,,,,"Daily Eucharist
Revelation 22:1-7
Psalm 95:1-7
Luke 21:34-36

Daily Prayer
Zechariah 14:12-21
Philippians 2:1-11
Luke 19:41-48

",,,Normal,,Normal,3
